shipment_id,order_id,carrier,tracking_number,ship_date,delivery_date,status,shipping_address,city,state,zip
SHP-002558,ORD-002757,DHL,1Z329218554,2022-06-25,2022-06-29,in_transit,1591 Elm Dr,Charlotte,KY,71364
SHP-002559,ORD-002758,USPS,LD443618487,2022-09-04,2022-09-06,returned,6970 Cedar Ln,Columbus,NH,96757
SHP-002560,ORD-002759,UPS,1Z586695381,2024-08-16,2024-08-26,in_transit,4327 Cedar Dr,Houston,CO,83634
SHP-002561,ORD-002760,Amazon Logistics,LD478195140,2025-01-28,2025-02-05,delivered,4391 Cedar St,Washington,NJ,29844
SHP-002562,ORD-002761,Amazon Logistics,792488530108,2022-04-25,2022-04-27,delivered,2405 Elm Ave,Columbus,KY,98252
SHP-002563,ORD-002762,USPS,LD357289195,2022-08-08,2022-08-22,out_for_delivery,9690 Maple St,Fort Worth,ID,72926
SHP-002564,ORD-002763,UPS,792322532490,2023-08-19,,in_transit,6387 Pine Dr,New York,MD,62330
SHP-002565,ORD-002765,Amazon Logistics,9400470043271,2024-05-17,2024-05-28,in_transit,7998 Oak Ln,Indianapolis,NH,42466
SHP-002566,ORD-002766,DHL,1Z596948854,2023-06-14,2023-06-24,delivered,4251 Cedar Dr,Chicago,KY,52124
SHP-002567,ORD-002767,USPS,792417800319,2023-03-12,2023-03-23,delivered,1478 Maple Ln,Seattle,DE,98760
SHP-002568,ORD-002769,UPS,792373737098,2024-02-13,2024-02-24,out_for_delivery,4707 Main Blvd,San Francisco,IN,52085
SHP-002569,ORD-002770,DHL,792331450536,2024-07-29,2024-08-09,in_transit,2156 Elm Ln,Indianapolis,MO,84744
SHP-002570,ORD-002771,Amazon Logistics,1Z397234637,2022-06-14,2022-06-22,delivered,2737 Pine Dr,Washington,FL,76128
SHP-002571,ORD-002772,Amazon Logistics,792426827269,2022-12-21,2022-12-27,returned,6943 Pine Blvd,Philadelphia,HI,27588
SHP-002572,ORD-002773,FedEx,792169336689,2025-03-29,2025-04-12,out_for_delivery,4505 Cedar Ln,Fort Worth,MO,78701
SHP-002573,ORD-002774,UPS,792354070181,2024-06-27,2024-07-09,delivered,7216 Oak Dr,Austin,MI,77445
SHP-002574,ORD-002775,Amazon Logistics,9400491771642,2022-05-30,2022-06-03,delivered,6354 Main Ln,Columbus,LA,71494
SHP-002575,ORD-002776,Amazon Logistics,792806070646,2022-06-09,2022-06-18,in_transit,3960 Main Ave,San Antonio,CT,82681
SHP-002576,ORD-002777,UPS,792706912455,2023-02-14,2023-02-27,delivered,6475 Cedar Blvd,Washington,MT,32364
SHP-002577,ORD-002778,USPS,,2023-12-11,2023-12-25,in_transit,6886 Oak Ln,San Diego,CT,71861
SHP-002578,ORD-002779,Amazon Logistics,9400495742867,2022-12-04,2022-12-18,out_for_delivery,8598 Oak Blvd,Jacksonville,LA,69415
SHP-002579,ORD-002781,USPS,LD618328267,2022-12-29,2023-01-08,delivered,643 Maple Dr,Fort Worth,NE,15151
SHP-002580,ORD-002782,FedEx,9400787600590,2024-06-01,2024-06-11,delivered,2443 Main St,Columbus,MT,19953
SHP-002581,ORD-002783,DHL,1Z824913215,2023-01-07,2023-01-21,delivered,9690 Elm Blvd,Chicago,CO,82044
SHP-002582,ORD-002785,DHL,LD632075561,2022-01-14,,returned,724 Oak Ave,Columbus,ID,90070
SHP-002583,ORD-002787,DHL,1Z511836972,2024-11-27,2024-12-04,delivered,4614 Oak Dr,Columbus,NJ,15584
SHP-002584,ORD-002788,UPS,792562537169,2024-05-17,2024-05-18,delivered,3950 Pine Dr,Seattle,NE,73323
SHP-002585,ORD-002789,FedEx,792431953536,2024-04-08,2024-04-13,delivered,5167 Main Dr,San Antonio,MO,72873
SHP-002586,ORD-002790,FedEx,1Z851331450,2023-06-03,,delivered,5350 Maple Blvd,San Antonio,IL,21911
SHP-002587,ORD-002791,USPS,LD852386620,2024-07-11,2024-07-15,in_transit,8945 Oak Blvd,Philadelphia,MI,80657
SHP-002588,ORD-002793,DHL,,2023-12-25,2024-01-05,delivered,3706 Elm Blvd,Seattle,LA,19804
SHP-002589,ORD-002794,Amazon Logistics,1Z484358512,2023-01-19,2023-01-26,delivered,4219 Pine St,Houston,NJ,96900
SHP-002590,ORD-002795,DHL,9400610190885,2023-09-08,,delivered,4936 Cedar Blvd,Houston,AK,48200
SHP-002591,ORD-002796,Amazon Logistics,LD235482904,2023-11-01,2023-11-02,out_for_delivery,7605 Maple St,Seattle,MN,24509
SHP-002592,ORD-002797,FedEx,9400470478377,2022-06-10,,delivered,8025 Elm St,Jacksonville,AR,73146
SHP-002593,ORD-002798,Amazon Logistics,LD236062494,2023-10-14,2023-10-25,out_for_delivery,2396 Main Ln,San Francisco,MA,39118
SHP-002594,ORD-002799,Amazon Logistics,792503049280,2024-12-30,2025-01-06,delivered,5888 Oak Blvd,Dallas,FL,36758
SHP-002595,ORD-002800,UPS,792608008578,2023-03-29,2023-04-08,delivered,8255 Elm Ln,San Antonio,CO,46272
SHP-002596,ORD-002801,Amazon Logistics,9400635479847,2022-11-28,2022-12-06,delivered,8462 Maple Ln,Indianapolis,MT,17916
SHP-002597,ORD-002802,FedEx,9400569842405,2024-09-13,2024-09-17,out_for_delivery,6021 Maple St,Denver,CA,42974
SHP-002598,ORD-002803,FedEx,1Z939680989,2024-08-08,2024-08-14,out_for_delivery,5743 Maple Blvd,Houston,NV,35951
SHP-002599,ORD-002804,Amazon Logistics,1Z536403040,2023-04-14,,returned,6949 Oak St,Houston,CO,69448
SHP-002600,ORD-002805,USPS,792591580917,2023-07-02,2023-07-16,delivered,8414 Pine Blvd,San Antonio,CT,89802
SHP-002601,ORD-002806,USPS,1Z381550676,2022-09-25,2022-10-03,returned,4347 Pine Ln,Chicago,CT,21998
SHP-002602,ORD-002807,USPS,9400458129728,2024-12-27,,out_for_delivery,1258 Elm Dr,San Jose,CO,94557
SHP-002603,ORD-002808,DHL,1Z758430285,2022-09-18,2022-09-23,in_transit,4463 Elm Dr,Los Angeles,MI,51907
SHP-002604,ORD-002809,DHL,LD911975162,2022-11-12,2022-11-25,delivered,5711 Pine Ln,Philadelphia,MO,40322
SHP-002605,ORD-002810,UPS,LD804103422,2024-07-30,2024-08-13,in_transit,1541 Cedar Blvd,Phoenix,KY,10545
SHP-002606,ORD-002811,FedEx,1Z279653842,2025-04-12,2025-04-26,returned,8372 Elm Dr,Fort Worth,AR,97151
SHP-002607,ORD-002812,DHL,792412325181,2023-12-08,2023-12-19,delivered,3315 Elm Ln,Jacksonville,DE,59993
SHP-002608,ORD-002813,Amazon Logistics,792163629651,2023-03-05,2023-03-16,out_for_delivery,5523 Main Blvd,Austin,MO,56540
SHP-002609,ORD-002814,FedEx,1Z816650135,2024-08-14,2024-08-28,delivered,8930 Elm Dr,San Francisco,MS,78356
SHP-002610,ORD-002815,DHL,1Z877595504,2023-06-26,2023-07-05,out_for_delivery,820 Cedar St,San Francisco,CO,39029
SHP-002611,ORD-002816,UPS,792137171776,2022-02-24,2022-03-07,returned,8775 Maple Dr,Fort Worth,MA,20613
SHP-002612,ORD-002818,FedEx,9400155091353,2024-02-11,2024-02-16,delivered,9928 Cedar Ave,Charlotte,MS,60515
SHP-002613,ORD-002819,FedEx,1Z489355188,2025-01-28,2025-02-05,out_for_delivery,4612 Elm Blvd,San Antonio,NH,81373
SHP-002614,ORD-002820,Amazon Logistics,792914130243,2023-03-01,2023-03-11,returned,6599 Cedar St,Houston,NE,20533
SHP-002615,ORD-002821,Amazon Logistics,9400336568933,2024-07-13,2024-07-21,delivered,1382 Oak Ln,Los Angeles,DE,91882
SHP-002616,ORD-002822,DHL,LD287130747,2024-01-25,2024-02-06,delivered,9659 Oak Ln,San Jose,IA,40908
SHP-002617,ORD-002823,FedEx,792507924343,2024-01-31,,delivered,8149 Cedar Dr,Indianapolis,MS,98246
SHP-002618,ORD-002824,DHL,,2022-06-21,2022-06-28,returned,7976 Elm Blvd,Los Angeles,MI,94582
SHP-002619,ORD-002825,FedEx,1Z876917016,2022-11-26,2022-11-27,delivered,9415 Maple St,San Antonio,ME,42823
SHP-002620,ORD-002826,USPS,9400825729349,2022-06-06,2022-06-17,delivered,296 Main St,Phoenix,NJ,53932
SHP-002621,ORD-002827,UPS,792489175288,2024-02-09,,in_transit,5759 Main Ln,Indianapolis,IA,43401
SHP-002622,ORD-002828,UPS,LD739186876,2022-10-07,2022-10-20,delivered,7601 Elm Ave,New York,MS,13264
SHP-002623,ORD-002829,DHL,LD919381668,2022-04-30,,in_transit,4226 Pine Ave,San Jose,NV,22396
SHP-002624,ORD-002830,UPS,792751534397,2023-08-11,2023-08-17,in_transit,945 Oak St,Philadelphia,MN,70882
SHP-002625,ORD-002831,FedEx,1Z117752264,2022-07-07,,delivered,2788 Cedar Ln,San Diego,HI,48772
SHP-002626,ORD-002832,UPS,792305412209,2023-10-13,2023-10-23,returned,6741 Main Ave,San Antonio,NH,30291
SHP-002627,ORD-002833,DHL,LD561691595,2023-05-03,2023-05-12,delivered,7943 Main St,Indianapolis,NJ,46520
SHP-002628,ORD-002835,DHL,9400368728333,2024-06-05,2024-06-13,in_transit,6315 Pine Ave,Austin,AL,73943
SHP-002629,ORD-002836,UPS,9400108330873,2023-08-23,2023-08-30,in_transit,3424 Pine Blvd,Chicago,CO,20910
SHP-002630,ORD-002837,USPS,792368603552,2023-02-26,,delivered,2002 Pine Dr,Los Angeles,NJ,83339
SHP-002631,ORD-002838,UPS,792619200088,2022-12-01,,delivered,519 Maple St,New York,AK,25608
SHP-002632,ORD-002839,Amazon Logistics,9400191801257,2023-09-15,2023-09-20,delivered,7148 Maple Ln,Fort Worth,MT,25735
SHP-002633,ORD-002840,FedEx,9400227483131,2022-05-29,2022-06-08,delivered,757 Pine Blvd,Fort Worth,MA,76725
SHP-002634,ORD-002842,USPS,9400502049101,2023-03-26,2023-03-29,delivered,5274 Elm Ave,Washington,AL,66828
SHP-002635,ORD-002843,DHL,,2022-03-08,2022-03-12,delivered,6930 Main Blvd,San Diego,MD,21225
SHP-002636,ORD-002844,UPS,792415890884,2024-06-01,,delivered,9061 Maple Blvd,Phoenix,AL,47371
SHP-002637,ORD-002845,USPS,LD711159098,2024-10-13,2024-10-26,delivered,5912 Cedar Ln,Fort Worth,HI,47571
SHP-002638,ORD-002846,DHL,792526271268,2023-03-05,2023-03-16,delivered,8890 Elm Blvd,San Francisco,IN,60823
SHP-002639,ORD-002847,UPS,1Z310881693,2024-06-24,2024-07-08,out_for_delivery,5405 Cedar Ave,New York,FL,97858
SHP-002640,ORD-002848,Amazon Logistics,9400136158101,2024-08-05,2024-08-18,delivered,7969 Oak Ave,Seattle,ID,90479
SHP-002641,ORD-002849,DHL,9400991222045,2022-10-09,2022-10-17,returned,3276 Cedar Blvd,San Diego,AL,38900
SHP-002642,ORD-002850,USPS,1Z139238561,2023-10-16,,out_for_delivery,128 Maple St,Indianapolis,MI,25105
SHP-002643,ORD-002851,UPS,LD574930953,2023-02-13,2023-02-14,returned,2079 Main Dr,New York,MA,50607
SHP-002644,ORD-002852,DHL,1Z913490074,2024-10-04,2024-10-11,delivered,9594 Oak Blvd,New York,AL,32548
SHP-002645,ORD-002853,UPS,792241726918,2023-11-23,2023-12-05,returned,3754 Oak Ave,Dallas,MN,45729
SHP-002646,ORD-002854,Amazon Logistics,1Z547672363,2022-10-22,2022-10-26,returned,4988 Elm Dr,New York,NJ,20841
SHP-002647,ORD-002855,Amazon Logistics,9400996213736,2022-08-26,2022-09-04,returned,3659 Main Ln,Indianapolis,CA,67723
SHP-002648,ORD-002856,USPS,9400392341603,2023-04-30,2023-05-07,delivered,7141 Maple St,San Antonio,AR,14505
SHP-002649,ORD-002857,DHL,792162280329,2023-01-31,2023-02-10,in_transit,5243 Maple Blvd,Los Angeles,CO,81401
SHP-002650,ORD-002858,USPS,1Z156401927,2024-06-20,2024-07-03,delivered,3118 Maple Dr,Washington,GA,95431
SHP-002651,ORD-002859,FedEx,LD586455000,2023-07-04,,delivered,8896 Pine Dr,Indianapolis,IN,64391
SHP-002652,ORD-002860,USPS,LD352261672,2024-07-26,2024-08-04,in_transit,6895 Cedar Ave,New York,MS,61590
SHP-002653,ORD-002861,FedEx,1Z822514635,2024-11-19,2024-11-30,out_for_delivery,8244 Elm Ave,Chicago,FL,34376
SHP-002654,ORD-002862,UPS,792260046634,2023-01-05,,delivered,873 Cedar Dr,San Francisco,DE,60449
SHP-002655,ORD-002863,Amazon Logistics,LD510821977,2022-09-04,2022-09-13,delivered,3248 Main Dr,Jacksonville,DE,29999
SHP-002656,ORD-002864,UPS,792810497715,2022-12-11,2022-12-13,in_transit,5763 Pine St,New York,NE,75799
SHP-002657,ORD-002866,USPS,9400916299511,2023-04-24,2023-04-26,delivered,1017 Oak Dr,Dallas,DE,75917
SHP-002658,ORD-002867,USPS,9400583576984,2023-10-11,,delivered,1394 Maple Ave,Jacksonville,MT,20538
SHP-002659,ORD-002868,USPS,1Z593098586,2022-01-16,2022-01-22,out_for_delivery,1308 Cedar Dr,New York,MT,69642
SHP-002660,ORD-002870,USPS,9400283498410,2023-03-04,2023-03-07,delivered,9740 Elm Ln,Denver,KS,27417
SHP-002661,ORD-002871,Amazon Logistics,,2024-07-17,2024-07-22,out_for_delivery,3589 Elm Dr,Washington,NE,79769
SHP-002662,ORD-002872,UPS,,2024-01-10,2024-01-18,delivered,8996 Cedar Ave,Los Angeles,CO,71675
SHP-002663,ORD-002873,FedEx,LD261421561,2024-12-19,2024-12-23,delivered,4540 Maple Ln,Columbus,LA,65702
SHP-002664,ORD-002874,DHL,1Z113894757,2024-05-11,2024-05-13,delivered,5785 Maple Ln,Washington,CT,71728
SHP-002665,ORD-002875,DHL,LD688470358,2024-01-03,2024-01-05,delivered,3042 Main St,San Jose,GA,67163
SHP-002666,ORD-002876,UPS,792387855131,2024-09-04,2024-09-06,in_transit,1440 Maple Ln,San Jose,MO,12447
SHP-002667,ORD-002877,UPS,,2022-01-29,2022-02-09,delivered,2307 Main Dr,New York,MD,82927
SHP-002668,ORD-002878,FedEx,LD319919027,2023-08-11,,delivered,7230 Pine Dr,Philadelphia,NJ,82134
SHP-002669,ORD-002879,USPS,1Z494849704,2025-02-04,2025-02-18,out_for_delivery,8856 Cedar Dr,San Diego,MN,91562
SHP-002670,ORD-002880,UPS,,2024-07-02,2024-07-12,delivered,4055 Main St,Charlotte,ME,96641
SHP-002671,ORD-002881,FedEx,LD867328708,2022-06-07,2022-06-13,delivered,5905 Maple Dr,Washington,AL,40156
SHP-002672,ORD-002882,USPS,1Z137706696,2023-08-18,2023-08-22,delivered,4258 Pine Dr,Fort Worth,NJ,78670
SHP-002673,ORD-002883,FedEx,1Z465198242,2024-09-18,2024-09-27,out_for_delivery,7625 Oak St,Seattle,MI,62271
SHP-002674,ORD-002884,UPS,792243396389,2022-04-13,2022-04-20,delivered,827 Elm Dr,Denver,NJ,86050
SHP-002675,ORD-002885,DHL,LD764393688,2022-06-23,2022-07-02,out_for_delivery,3258 Oak Blvd,Dallas,KS,54139
SHP-002676,ORD-002886,Amazon Logistics,9400777705887,2022-01-09,,delivered,8124 Maple Dr,Washington,MO,30845
SHP-002677,ORD-002887,UPS,LD583606137,2024-04-02,2024-04-10,delivered,438 Oak Blvd,San Diego,MN,62878
SHP-002678,ORD-002888,Amazon Logistics,LD113316037,2023-09-16,2023-09-27,delivered,3083 Maple Blvd,San Diego,CT,79764
SHP-002679,ORD-002889,UPS,792549512260,2024-09-16,,delivered,3212 Main Ave,Austin,MD,19854
SHP-002680,ORD-002890,FedEx,792968726852,2022-09-08,2022-09-22,returned,1062 Main Ave,Chicago,IN,89344
SHP-002681,ORD-002891,DHL,9400483509658,2025-02-13,,out_for_delivery,7405 Oak Ln,Los Angeles,DE,75515
SHP-002682,ORD-002892,Amazon Logistics,9400913168706,2024-04-16,2024-04-30,out_for_delivery,7760 Cedar Ave,Philadelphia,LA,41987
SHP-002683,ORD-002893,Amazon Logistics,LD566631116,2023-03-19,2023-03-21,delivered,9763 Elm St,Indianapolis,FL,93650
SHP-002684,ORD-002894,Amazon Logistics,1Z264386524,2024-12-22,2024-12-25,delivered,7220 Oak Ave,Charlotte,CT,94286
SHP-002685,ORD-002895,UPS,LD738224606,2022-02-15,2022-02-22,delivered,8968 Elm Blvd,Dallas,AL,93940
SHP-002686,ORD-002896,DHL,792763191482,2024-06-14,2024-06-22,returned,1421 Pine Ave,Los Angeles,FL,93863
SHP-002687,ORD-002897,UPS,LD452034549,2024-11-24,,in_transit,1528 Main Ave,Austin,ID,23092
SHP-002688,ORD-002898,FedEx,792557668922,2024-04-20,2024-04-21,delivered,1031 Elm St,Indianapolis,MO,97796
SHP-002689,ORD-002899,USPS,792256696624,2023-07-06,2023-07-09,delivered,9069 Oak Dr,Philadelphia,AL,72076
SHP-002690,ORD-002900,USPS,LD367920923,2026-04-25,2026-04-30,out_for_delivery,1235 Oak Ave,Seattle,NV,89652
SHP-002691,ORD-002901,Amazon Logistics,792129845382,2025-03-31,,out_for_delivery,1817 Elm Ln,New York,HI,90319
SHP-002692,ORD-002902,USPS,1Z968002744,2024-06-18,2024-07-01,out_for_delivery,3838 Elm Dr,Fort Worth,MD,47067
SHP-002693,ORD-002903,FedEx,1Z902534528,2023-06-10,2023-06-19,in_transit,1893 Maple Dr,San Antonio,NH,41945
SHP-002694,ORD-002905,UPS,LD621119654,2023-12-05,,in_transit,5880 Elm St,Phoenix,MN,33290
SHP-002695,ORD-002906,UPS,LD905273753,2023-12-05,,in_transit,3306 Elm Blvd,Washington,ID,52792
SHP-002696,ORD-002907,UPS,,2024-04-20,,delivered,630 Elm Ave,San Jose,GA,18068
SHP-002697,ORD-002908,DHL,9400940736063,2023-06-17,2023-06-28,delivered,8995 Main St,Austin,HI,62239
SHP-002698,ORD-002909,USPS,LD444406123,2023-03-28,2023-04-04,out_for_delivery,4406 Elm Ln,Seattle,DE,92537
SHP-002699,ORD-002910,Amazon Logistics,1Z655860327,2023-04-20,2023-04-28,delivered,8955 Elm St,New York,MD,41988
SHP-002700,ORD-002911,DHL,9400158065138,2022-03-15,2022-03-27,in_transit,1872 Elm Ave,San Diego,MI,66151
SHP-002701,ORD-002912,FedEx,9400656879551,2023-02-11,2023-02-25,delivered,9268 Elm St,Phoenix,MO,34932
SHP-002702,ORD-002913,UPS,9400899497659,2022-06-21,2022-06-22,delivered,8234 Elm Blvd,Fort Worth,AZ,92901
SHP-002703,ORD-002914,FedEx,LD764527638,2025-04-30,2025-05-13,delivered,3594 Maple Ave,Austin,AR,75471
SHP-002704,ORD-002915,DHL,792384438899,2024-03-02,2024-03-11,delivered,3347 Main Blvd,Philadelphia,MS,28530
SHP-002705,ORD-002916,FedEx,LD762985613,2025-01-10,2025-01-24,delivered,1783 Oak St,Houston,CT,91083
SHP-002706,ORD-002917,Amazon Logistics,LD322104307,2022-10-26,2022-11-01,delivered,793 Main Ln,Los Angeles,GA,44703
SHP-002707,ORD-002918,FedEx,9400911726809,2022-10-01,2022-10-07,returned,1953 Elm Ln,Denver,NE,30568
SHP-002708,ORD-002919,UPS,LD249988315,2024-08-21,2024-08-23,in_transit,8652 Main Blvd,Chicago,AL,16704
SHP-002709,ORD-002920,FedEx,9400931859102,2022-07-14,,delivered,6211 Main Blvd,Jacksonville,AR,65897
SHP-002710,ORD-002921,UPS,9400775500718,2022-01-25,,out_for_delivery,2173 Elm Ln,Columbus,CO,75702
SHP-002711,ORD-002922,USPS,LD236595364,2023-09-07,2023-09-08,delivered,7064 Pine Ave,San Francisco,IA,20466
SHP-002712,ORD-002923,UPS,9400781735457,2024-01-08,2024-01-09,in_transit,9634 Main Ave,Washington,GA,43217
SHP-002713,ORD-002924,DHL,792573387273,2024-08-24,2024-08-30,in_transit,2883 Maple Ave,Denver,MT,87736
SHP-002714,ORD-002925,DHL,1Z206773853,2024-06-25,2024-07-06,in_transit,9727 Main St,Seattle,ME,31130
SHP-002715,ORD-002926,UPS,LD595504841,2023-08-20,2023-09-02,delivered,9789 Oak Dr,Dallas,MD,83208
SHP-002716,ORD-002927,USPS,LD594995704,2024-01-27,2024-02-06,returned,4285 Maple Ln,Austin,AR,42904
SHP-002717,ORD-002928,FedEx,792234241359,2022-07-08,2022-07-12,delivered,3228 Main St,Chicago,DE,59320
SHP-002718,ORD-002929,USPS,792620806981,2022-12-11,2022-12-21,delivered,7622 Main Ave,Indianapolis,HI,53363
SHP-002719,ORD-002930,Amazon Logistics,9400689762671,2024-11-01,2024-11-04,in_transit,9136 Oak Blvd,Chicago,KY,44577
SHP-002720,ORD-002931,FedEx,,2025-04-04,2025-04-18,out_for_delivery,4146 Cedar Ave,Columbus,LA,23193
SHP-002721,ORD-002932,DHL,9400466977332,2023-03-06,2023-03-07,delivered,9433 Oak Blvd,San Francisco,MO,26489
SHP-002722,ORD-002933,USPS,9400171935306,2024-11-21,,delivered,1591 Oak Ln,Jacksonville,MT,41721
SHP-002723,ORD-002934,FedEx,792946382824,2022-02-18,2022-03-04,delivered,9713 Pine Ave,Seattle,GA,59681
SHP-002724,ORD-002935,Amazon Logistics,LD618675137,2023-12-19,2023-12-25,returned,4505 Maple Dr,San Jose,KS,88691
SHP-002725,ORD-002936,Amazon Logistics,9400431153482,2024-10-11,2024-10-17,delivered,4013 Elm Blvd,Denver,MO,97476
SHP-002726,ORD-002937,FedEx,9400790136303,2025-03-20,2025-03-22,in_transit,2378 Cedar St,Fort Worth,MT,64968
SHP-002727,ORD-002938,USPS,LD243575452,2023-09-14,2023-09-23,out_for_delivery,6543 Maple St,Chicago,NE,80431
SHP-002728,ORD-002939,Amazon Logistics,9400976003591,2023-06-30,2023-07-02,in_transit,5185 Main St,Chicago,FL,11849
SHP-002729,ORD-002940,USPS,1Z512247565,2024-03-25,2024-03-29,delivered,6687 Pine St,San Diego,CO,92709
SHP-002730,ORD-002941,Amazon Logistics,,2022-12-09,2022-12-17,out_for_delivery,8860 Cedar Blvd,Houston,MN,37300
SHP-002731,ORD-002942,DHL,LD616096950,2022-12-30,2023-01-03,out_for_delivery,2695 Main St,Charlotte,HI,10732
SHP-002732,ORD-002943,FedEx,9400203963760,2022-05-13,2022-05-22,in_transit,6033 Main Dr,Jacksonville,CT,67381
SHP-002733,ORD-002944,DHL,,2024-02-24,2024-03-04,delivered,5288 Main Ln,Columbus,AZ,39644
SHP-002734,ORD-002945,UPS,,2024-07-31,2024-08-13,delivered,9956 Main Ave,Fort Worth,HI,35628
SHP-002735,ORD-002946,Amazon Logistics,1Z846735602,2023-11-27,2023-12-09,returned,6263 Main St,Charlotte,MN,91924
SHP-002736,ORD-002947,FedEx,1Z697697923,2022-05-29,2022-06-08,delivered,8306 Maple Blvd,San Francisco,CA,89995
SHP-002737,ORD-002948,UPS,792814118110,2024-02-06,2024-02-13,out_for_delivery,5234 Elm Dr,Austin,NV,94189
SHP-002738,ORD-002949,DHL,LD375610400,2023-10-10,2023-10-22,delivered,5746 Cedar St,Washington,AZ,19691
SHP-002739,ORD-002950,Amazon Logistics,9400181334595,2022-03-10,2022-03-20,out_for_delivery,9176 Main Dr,Houston,FL,82917
SHP-002740,ORD-002951,USPS,9400659826764,2025-02-23,2025-03-04,delivered,269 Oak Blvd,Houston,IA,38729
SHP-002741,ORD-002952,Amazon Logistics,1Z280004607,2024-01-04,2024-01-05,delivered,6562 Maple Ave,Jacksonville,KY,42512
SHP-002742,ORD-002953,UPS,792772415482,2024-06-09,2024-06-20,in_transit,5190 Pine Dr,Indianapolis,MA,48805
SHP-002743,ORD-002954,UPS,9400210109388,2022-11-04,2022-11-07,returned,1190 Maple Blvd,Houston,AL,37395
SHP-002744,ORD-002955,Amazon Logistics,792733588023,2022-07-31,2022-08-11,delivered,3375 Pine Ave,San Diego,CO,80486
SHP-002745,ORD-002956,DHL,792959816593,2023-07-29,2023-07-31,out_for_delivery,8614 Cedar Ave,Jacksonville,LA,72540
SHP-002746,ORD-002958,USPS,792498311709,2024-07-09,2024-07-20,delivered,1414 Oak Dr,San Diego,IN,54710
SHP-002747,ORD-002959,DHL,LD468650072,2022-09-29,2022-10-10,out_for_delivery,2003 Pine Ln,Philadelphia,AK,96701
SHP-002748,ORD-002960,FedEx,9400111724925,2022-07-14,2022-07-27,out_for_delivery,642 Main Ln,New York,MI,25178
SHP-002749,ORD-002961,DHL,1Z537351610,2022-09-29,2022-10-08,delivered,2901 Elm Dr,Seattle,MO,55644
SHP-002750,ORD-002962,DHL,9400962461738,2024-11-08,2024-11-19,out_for_delivery,2316 Cedar Blvd,Chicago,AR,23439
SHP-002751,ORD-002963,USPS,,2023-08-10,2023-08-22,delivered,3860 Pine St,Columbus,DE,45376
SHP-002752,ORD-002964,DHL,1Z578978536,2025-03-15,2025-03-22,delivered,9232 Oak St,Dallas,MN,54988
SHP-002753,ORD-002965,USPS,9400763814011,2022-05-19,2022-05-29,delivered,4635 Elm Blvd,Chicago,IL,41594
SHP-002754,ORD-002966,UPS,LD406167046,2023-07-18,2023-07-22,out_for_delivery,4428 Elm Blvd,San Francisco,AZ,69668
SHP-002755,ORD-002967,DHL,LD515052697,2022-06-09,2022-06-19,out_for_delivery,7447 Elm Ave,San Antonio,MT,82526
SHP-002756,ORD-002968,Amazon Logistics,792552828012,2025-03-01,2025-03-03,delivered,5894 Elm Dr,New York,CA,18797
SHP-002757,ORD-002969,DHL,9400889090637,2024-10-27,2024-10-29,out_for_delivery,5640 Oak Ln,Seattle,MN,68032
SHP-002758,ORD-002970,FedEx,LD833375983,2023-04-02,2023-04-07,returned,192 Maple Dr,Charlotte,ID,40288
SHP-002759,ORD-002971,USPS,,2023-07-18,2023-07-21,delivered,4637 Maple St,San Antonio,NE,37421
SHP-002760,ORD-002972,UPS,1Z307672722,2023-01-03,2023-01-12,delivered,8355 Pine St,Jacksonville,IL,64403
SHP-002761,ORD-002973,USPS,1Z512935772,2023-12-11,2023-12-25,out_for_delivery,9471 Pine St,Washington,HI,69840
SHP-002762,ORD-002974,Amazon Logistics,792611534260,2023-08-26,2023-09-09,in_transit,733 Cedar St,New York,MS,53434
SHP-002763,ORD-002975,DHL,9400370475689,2024-07-03,,delivered,981 Elm Ln,Los Angeles,AZ,11417
SHP-002764,ORD-002976,USPS,1Z454240362,2023-01-25,2023-02-05,delivered,9232 Maple Ave,Dallas,AZ,15142
SHP-002765,ORD-002977,UPS,9400717882373,2022-04-07,2022-04-17,delivered,7224 Maple Ln,San Diego,MA,57396
SHP-002766,ORD-002978,FedEx,LD910802665,2022-05-13,2022-05-25,returned,3085 Elm Ave,San Francisco,NV,33351
SHP-002767,ORD-002979,UPS,LD516819756,2023-01-05,2023-01-06,delivered,2761 Pine Ave,San Diego,ME,40509
SHP-002768,ORD-002980,USPS,LD329101515,2024-12-07,2024-12-10,in_transit,7719 Maple Ln,Los Angeles,MA,51986
SHP-002769,ORD-002981,DHL,792837572088,2022-04-27,2022-05-10,in_transit,191 Elm St,Denver,ID,67636
SHP-002770,ORD-002982,USPS,1Z255573051,2023-01-25,2023-02-05,delivered,6109 Elm Ln,Indianapolis,CO,83956
SHP-002771,ORD-002983,USPS,9400780633574,2023-04-17,2023-04-25,out_for_delivery,8303 Main Blvd,Chicago,MN,61149
SHP-002772,ORD-002984,Amazon Logistics,LD930912325,2022-11-02,2022-11-12,in_transit,8835 Maple Ave,San Jose,MI,87653
SHP-002773,ORD-002985,USPS,9400604350227,2022-06-08,,delivered,7675 Maple St,San Antonio,AR,62796
SHP-002774,ORD-002986,DHL,9400650417708,2024-08-16,2024-08-30,returned,7115 Elm Ave,Dallas,DE,45822
SHP-002775,ORD-002987,UPS,1Z488678518,2022-08-26,2022-08-30,delivered,2315 Oak Dr,San Diego,MO,49185
